epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
553,3499.33,0.72947,0.43653,0.81829,0.79275,0.63983,0.69225,0.4986,0.77925,0.44246,0.81589,0.00028345,0.00028345,0.00028345
554,3505.71,0.73342,0.43814,0.81935,0.81163,0.62201,0.69169,0.49887,0.76796,0.43983,0.81425,0.000282831,0.000282831,0.000282831
555,3511.89,0.72967,0.4368,0.81822,0.81746,0.62505,0.69491,0.50101,0.7701,0.4426,0.81382,0.000282212,0.000282212,0.000282212
556,3518.17,0.74944,0.44432,0.82093,0.85035,0.61697,0.69465,0.50148,0.77663,0.44394,0.81504,0.000281594,0.000281594,0.000281594
557,3524.56,0.73768,0.43882,0.81837,0.85379,0.61093,0.69568,0.50117,0.78134,0.44599,0.81632,0.000280975,0.000280975,0.000280975
558,3530.99,0.74012,0.43968,0.81706,0.81735,0.6309,0.69652,0.50162,0.77631,0.44279,0.81597,0.000280356,0.000280356,0.000280356
559,3537.32,0.73764,0.43898,0.81555,0.78589,0.63729,0.69526,0.50299,0.76716,0.43848,0.81445,0.000279738,0.000279738,0.000279738
560,3543.62,0.73118,0.43855,0.81722,0.80406,0.63075,0.69508,0.4994,0.76831,0.4413,0.81478,0.000279119,0.000279119,0.000279119
561,3549.79,0.73329,0.43793,0.81777,0.79368,0.63433,0.69442,0.49995,0.76626,0.44092,0.81478,0.0002785,0.0002785,0.0002785
562,3556.08,0.7365,0.43967,0.81696,0.83422,0.62761,0.69684,0.50248,0.7679,0.43924,0.81486,0.000277881,0.000277881,0.000277881
563,3562.35,0.73243,0.43727,0.81937,0.81851,0.63874,0.70704,0.50766,0.76552,0.43838,0.81472,0.000277262,0.000277262,0.000277262
564,3568.56,0.72599,0.43469,0.82076,0.79311,0.62964,0.6896,0.49712,0.76626,0.43918,0.81525,0.000276644,0.000276644,0.000276644
565,3574.7,0.73957,0.44082,0.81979,0.80311,0.61945,0.68846,0.48983,0.77491,0.44537,0.81702,0.000276025,0.000276025,0.000276025
566,3580.94,0.73917,0.44241,0.81845,0.81339,0.62883,0.69467,0.49206,0.77628,0.44362,0.81705,0.000275406,0.000275406,0.000275406
567,3587.19,0.73698,0.43858,0.8186,0.80306,0.61919,0.69997,0.49799,0.77204,0.43879,0.8156,0.000274788,0.000274788,0.000274788
568,3593.46,0.74132,0.44257,0.81721,0.77518,0.63009,0.70093,0.50025,0.76864,0.43677,0.81449,0.000274169,0.000274169,0.000274169
569,3599.95,0.73987,0.44022,0.81857,0.75891,0.65548,0.70031,0.50532,0.76329,0.43532,0.81402,0.00027355,0.00027355,0.00027355
570,3606.12,0.73276,0.43738,0.81661,0.79882,0.62174,0.70023,0.50523,0.76495,0.43587,0.81402,0.000272931,0.000272931,0.000272931
571,3612.48,0.73876,0.44095,0.81991,0.83353,0.62712,0.70173,0.50817,0.76402,0.43451,0.81309,0.000272313,0.000272313,0.000272313
572,3618.87,0.7285,0.43703,0.82079,0.80931,0.64708,0.6986,0.50654,0.76122,0.43276,0.81254,0.000271694,0.000271694,0.000271694
573,3625.09,0.73146,0.43724,0.81877,0.84566,0.63633,0.70267,0.50734,0.76344,0.43375,0.81334,0.000271075,0.000271075,0.000271075
574,3631.53,0.73464,0.43865,0.81738,0.83165,0.63549,0.70118,0.50849,0.76284,0.43542,0.81456,0.000270456,0.000270456,0.000270456
575,3637.9,0.7318,0.43806,0.816,0.83718,0.62657,0.70197,0.50502,0.76247,0.43764,0.81361,0.000269838,0.000269838,0.000269838
576,3644.31,0.7422,0.43964,0.81916,0.8148,0.62642,0.69898,0.50576,0.76901,0.44064,0.8141,0.000269219,0.000269219,0.000269219
577,3650.69,0.75586,0.44595,0.81792,0.81935,0.62589,0.69761,0.50548,0.77645,0.44351,0.81491,0.0002686,0.0002686,0.0002686
578,3657.21,0.73537,0.43843,0.81728,0.80889,0.63212,0.698,0.50413,0.77628,0.44403,0.8157,0.000267981,0.000267981,0.000267981
579,3663.59,0.72602,0.43468,0.81789,0.77923,0.6419,0.69478,0.50211,0.76813,0.44014,0.81461,0.000267363,0.000267363,0.000267363
580,3669.86,0.72843,0.43318,0.81709,0.75456,0.62946,0.69049,0.50475,0.76309,0.43849,0.81501,0.000266744,0.000266744,0.000266744
581,3676.25,0.73909,0.43971,0.81717,0.75563,0.63571,0.69521,0.50402,0.76071,0.43671,0.81489,0.000266125,0.000266125,0.000266125
582,3682.56,0.73901,0.44008,0.8175,0.78913,0.62744,0.69568,0.50529,0.76119,0.43598,0.81535,0.000265506,0.000265506,0.000265506
583,3688.92,0.72535,0.43427,0.81919,0.78321,0.64855,0.69965,0.50914,0.76353,0.43526,0.81542,0.000264888,0.000264888,0.000264888
584,3695.11,0.74152,0.43924,0.819,0.78515,0.64939,0.70392,0.50892,0.76657,0.4345,0.81528,0.000264269,0.000264269,0.000264269
585,3701.35,0.71799,0.43132,0.81691,0.84409,0.61368,0.7019,0.50944,0.76438,0.43304,0.81489,0.00026365,0.00026365,0.00026365
586,3707.62,0.72411,0.43317,0.82003,0.82169,0.63134,0.70339,0.50833,0.76386,0.43188,0.81563,0.000263031,0.000263031,0.000263031
587,3713.78,0.72404,0.4341,0.81723,0.8018,0.63891,0.69722,0.50753,0.76262,0.4335,0.81554,0.000262413,0.000262413,0.000262413
588,3720.04,0.7303,0.4346,0.81824,0.85365,0.62291,0.70085,0.51196,0.76302,0.43582,0.81534,0.000261794,0.000261794,0.000261794
589,3726.42,0.73556,0.43643,0.81705,0.81905,0.62711,0.69502,0.50773,0.76515,0.43615,0.81575,0.000261175,0.000261175,0.000261175
590,3732.63,0.71923,0.43167,0.81668,0.84816,0.60733,0.69587,0.50704,0.76334,0.43593,0.81526,0.000260556,0.000260556,0.000260556
591,3739.1,0.72778,0.43517,0.81631,0.79375,0.64062,0.69702,0.50383,0.7725,0.43713,0.81525,0.000259938,0.000259938,0.000259938
592,3745.5,0.7378,0.43928,0.8165,0.79136,0.63395,0.70245,0.5058,0.77915,0.44019,0.81584,0.000259319,0.000259319,0.000259319
593,3751.79,0.73003,0.43832,0.8193,0.79737,0.63307,0.69742,0.50314,0.76997,0.43833,0.81534,0.0002587,0.0002587,0.0002587
594,3758.22,0.73058,0.43774,0.81805,0.77468,0.65205,0.70388,0.50737,0.76987,0.44182,0.81502,0.000258081,0.000258081,0.000258081
595,3764.5,0.7303,0.43637,0.81785,0.81729,0.63726,0.70332,0.50698,0.76433,0.43816,0.81329,0.000257463,0.000257463,0.000257463
596,3770.79,0.72618,0.43431,0.81642,0.82202,0.63234,0.69802,0.50518,0.76501,0.43626,0.81354,0.000256844,0.000256844,0.000256844
597,3777.17,0.72751,0.43268,0.81458,0.79695,0.6396,0.70423,0.51095,0.76517,0.43551,0.81397,0.000256225,0.000256225,0.000256225
598,3783.56,0.72214,0.43109,0.81505,0.80499,0.64212,0.70843,0.51783,0.76598,0.43495,0.81479,0.000255606,0.000255606,0.000255606
599,3789.87,0.73356,0.43711,0.82006,0.8083,0.64387,0.71094,0.51409,0.7642,0.43392,0.81417,0.000254987,0.000254987,0.000254987
600,3796.18,0.73934,0.43663,0.8206,0.84442,0.63871,0.71206,0.51535,0.76529,0.43633,0.81422,0.000254369,0.000254369,0.000254369
601,3802.39,0.72502,0.43092,0.81776,0.80796,0.6506,0.70999,0.51373,0.76611,0.43368,0.81432,0.00025375,0.00025375,0.00025375
602,3808.69,0.73481,0.43614,0.81816,0.81399,0.64644,0.70912,0.50985,0.76,0.43302,0.81369,0.000253131,0.000253131,0.000253131
603,3815.15,0.71024,0.42514,0.8176,0.80745,0.64629,0.70402,0.50951,0.75953,0.431,0.81371,0.000252513,0.000252513,0.000252513
604,3821.63,0.73863,0.43258,0.81738,0.82004,0.64024,0.70542,0.50861,0.76609,0.43298,0.81463,0.000251894,0.000251894,0.000251894
605,3827.88,0.72239,0.43105,0.81627,0.79413,0.65349,0.70967,0.50829,0.76493,0.43208,0.81413,0.000251275,0.000251275,0.000251275
606,3834.18,0.71514,0.42658,0.81651,0.84748,0.63086,0.71111,0.51383,0.75762,0.42831,0.81292,0.000250656,0.000250656,0.000250656
607,3840.42,0.7284,0.43283,0.81674,0.83978,0.6437,0.71032,0.51068,0.75692,0.43075,0.81229,0.000250037,0.000250037,0.000250037
608,3846.75,0.73302,0.43514,0.81693,0.82044,0.6417,0.70614,0.5114,0.75521,0.43076,0.81224,0.000249419,0.000249419,0.000249419
609,3853,0.71862,0.42641,0.815,0.82898,0.63857,0.71015,0.51627,0.7536,0.42846,0.81135,0.0002488,0.0002488,0.0002488
610,3859.26,0.72478,0.43193,0.81749,0.86282,0.61653,0.70899,0.51797,0.7559,0.42972,0.81152,0.000248181,0.000248181,0.000248181
611,3865.52,0.71822,0.42957,0.81496,0.8608,0.62497,0.71305,0.51461,0.75865,0.43083,0.81214,0.000247563,0.000247563,0.000247563
612,3871.85,0.70687,0.42361,0.81765,0.83579,0.62615,0.70868,0.517,0.75391,0.42867,0.81205,0.000246944,0.000246944,0.000246944
613,3878.05,0.71659,0.42709,0.81668,0.82754,0.62571,0.70496,0.51341,0.75399,0.43187,0.81322,0.000246325,0.000246325,0.000246325
614,3884.43,0.7322,0.43499,0.81543,0.80683,0.63936,0.70336,0.51284,0.75835,0.43385,0.81396,0.000245706,0.000245706,0.000245706
615,3890.76,0.7406,0.43464,0.82036,0.79572,0.64855,0.70495,0.5119,0.75753,0.43193,0.81361,0.000245088,0.000245088,0.000245088
616,3897.13,0.71194,0.42511,0.81541,0.82716,0.63366,0.70088,0.51124,0.756,0.43231,0.81321,0.000244469,0.000244469,0.000244469
617,3903.47,0.7207,0.42876,0.81711,0.79851,0.6509,0.70561,0.51442,0.75375,0.43121,0.81273,0.00024385,0.00024385,0.00024385
618,3909.69,0.72219,0.42919,0.81496,0.79682,0.64675,0.70857,0.5165,0.75573,0.43254,0.81354,0.000243231,0.000243231,0.000243231
619,3915.98,0.71891,0.42768,0.81597,0.78318,0.6491,0.70795,0.51786,0.75329,0.43325,0.81299,0.000242613,0.000242613,0.000242613
620,3922.24,0.72155,0.42879,0.81827,0.83479,0.64113,0.71783,0.51595,0.74956,0.43301,0.81257,0.000241994,0.000241994,0.000241994
621,3928.62,0.71214,0.42786,0.81832,0.81575,0.64668,0.71601,0.51817,0.74902,0.43029,0.81168,0.000241375,0.000241375,0.000241375
622,3935.06,0.72511,0.43171,0.81646,0.82523,0.63816,0.71375,0.51896,0.75504,0.43209,0.81207,0.000240756,0.000240756,0.000240756
623,3941.36,0.71144,0.42459,0.81743,0.82486,0.63527,0.71348,0.51503,0.75488,0.43254,0.81184,0.000240138,0.000240138,0.000240138
624,3947.67,0.7411,0.43885,0.81874,0.81612,0.63771,0.71574,0.51589,0.75738,0.43192,0.81225,0.000239519,0.000239519,0.000239519
625,3954,0.72525,0.43171,0.81562,0.83861,0.63172,0.71139,0.51027,0.76372,0.43477,0.81368,0.0002389,0.0002389,0.0002389
626,3960.28,0.72042,0.43115,0.81555,0.79825,0.65136,0.71225,0.50922,0.75897,0.43374,0.81342,0.000238281,0.000238281,0.000238281
627,3966.55,0.72115,0.43046,0.81723,0.8223,0.63982,0.71593,0.51318,0.75878,0.43282,0.81371,0.000237663,0.000237663,0.000237663
628,3973.02,0.72295,0.43177,0.81628,0.82331,0.632,0.70934,0.512,0.76252,0.43169,0.81458,0.000237044,0.000237044,0.000237044
629,3979.36,0.71656,0.42533,0.81544,0.85198,0.6351,0.70956,0.50999,0.76595,0.43266,0.81533,0.000236425,0.000236425,0.000236425
630,3985.62,0.72604,0.43233,0.81525,0.82942,0.63575,0.71045,0.51211,0.75869,0.43032,0.81423,0.000235806,0.000235806,0.000235806
631,3991.99,0.71208,0.42552,0.81588,0.84839,0.63591,0.71608,0.51511,0.75517,0.42801,0.81408,0.000235188,0.000235188,0.000235188
632,3998.28,0.71957,0.42838,0.81432,0.82066,0.6419,0.70983,0.51403,0.75448,0.42949,0.81339,0.000234569,0.000234569,0.000234569
633,4004.67,0.70395,0.41851,0.81448,0.81923,0.64581,0.70487,0.51111,0.75666,0.43369,0.81365,0.00023395,0.00023395,0.00023395
634,4011.06,0.72186,0.43213,0.81573,0.79436,0.65544,0.70353,0.51586,0.75827,0.43254,0.81309,0.000233331,0.000233331,0.000233331
635,4017.4,0.73063,0.43408,0.81787,0.80582,0.65072,0.70677,0.51581,0.7572,0.43139,0.81257,0.000232712,0.000232712,0.000232712
636,4023.69,0.72187,0.42819,0.81581,0.80244,0.63869,0.70661,0.51574,0.75965,0.43278,0.8134,0.000232094,0.000232094,0.000232094
637,4030,0.70885,0.42433,0.81647,0.79516,0.63587,0.70392,0.514,0.75556,0.43116,0.81389,0.000231475,0.000231475,0.000231475
638,4036.42,0.71358,0.4255,0.81607,0.7955,0.63611,0.70493,0.51502,0.75456,0.42968,0.8146,0.000230856,0.000230856,0.000230856
639,4042.83,0.71686,0.42913,0.81657,0.79359,0.63536,0.70401,0.51692,0.75231,0.42904,0.81418,0.000230238,0.000230238,0.000230238
640,4049.33,0.71697,0.42694,0.8184,0.78042,0.66276,0.7018,0.51238,0.75434,0.42996,0.81381,0.000229619,0.000229619,0.000229619
641,4055.78,0.71705,0.42619,0.81317,0.79195,0.64828,0.70348,0.51253,0.7558,0.43099,0.81422,0.000229,0.000229,0.000229
642,4062.04,0.71279,0.42643,0.81506,0.81359,0.64277,0.70883,0.51713,0.74879,0.42851,0.81317,0.000228381,0.000228381,0.000228381
643,4068.49,0.70569,0.42584,0.8154,0.80334,0.64729,0.70967,0.51773,0.74911,0.42722,0.81371,0.000227762,0.000227762,0.000227762
644,4074.94,0.73617,0.43381,0.81733,0.80259,0.64892,0.71296,0.51773,0.75436,0.42684,0.81462,0.000227144,0.000227144,0.000227144
645,4081.29,0.71498,0.4244,0.81461,0.79581,0.64958,0.71048,0.51668,0.75328,0.42777,0.81388,0.000226525,0.000226525,0.000226525
646,4087.63,0.71498,0.42386,0.81302,0.82033,0.64106,0.71305,0.52126,0.75267,0.42799,0.81349,0.000225906,0.000225906,0.000225906
647,4093.92,0.70671,0.42356,0.8155,0.79988,0.64815,0.71163,0.51937,0.75599,0.43037,0.81332,0.000225287,0.000225287,0.000225287
648,4100.25,0.7123,0.42441,0.81259,0.84142,0.63178,0.71165,0.51938,0.75535,0.43001,0.81324,0.000224669,0.000224669,0.000224669
649,4106.7,0.71457,0.42278,0.81637,0.83994,0.62951,0.71058,0.51733,0.75205,0.43125,0.81292,0.00022405,0.00022405,0.00022405
650,4113.03,0.7182,0.42648,0.8173,0.80417,0.64344,0.70952,0.51605,0.75581,0.4318,0.81347,0.000223431,0.000223431,0.000223431
651,4119.3,0.71407,0.42428,0.81954,0.79891,0.65186,0.71471,0.51611,0.75376,0.4307,0.81382,0.000222813,0.000222813,0.000222813
652,4125.58,0.71785,0.42723,0.81954,0.82716,0.6383,0.71416,0.51214,0.75579,0.43011,0.81396,0.000222194,0.000222194,0.000222194
653,4131.88,0.72902,0.4264,0.81436,0.8148,0.64611,0.71429,0.51094,0.75945,0.43149,0.81394,0.000221575,0.000221575,0.000221575
654,4138.24,0.71429,0.4212,0.815,0.83076,0.638,0.71324,0.50917,0.75365,0.43074,0.81354,0.000220956,0.000220956,0.000220956
655,4144.43,0.7064,0.42073,0.81454,0.7989,0.65516,0.71184,0.51412,0.74976,0.42989,0.81272,0.000220337,0.000220337,0.000220337
656,4150.59,0.70939,0.42473,0.81561,0.79652,0.65302,0.71211,0.51637,0.7476,0.42915,0.8127,0.000219719,0.000219719,0.000219719
657,4156.85,0.71329,0.4246,0.81236,0.8311,0.64198,0.71245,0.51464,0.74759,0.42829,0.81258,0.0002191,0.0002191,0.0002191
658,4163.18,0.73012,0.43293,0.81712,0.79388,0.64907,0.70703,0.51697,0.74869,0.42787,0.813,0.000218481,0.000218481,0.000218481
659,4169.47,0.72156,0.43236,0.81633,0.80726,0.64308,0.70478,0.51328,0.75398,0.42998,0.81389,0.000217863,0.000217863,0.000217863
660,4175.83,0.7117,0.42751,0.81633,0.80408,0.6399,0.69974,0.50984,0.75536,0.42963,0.81439,0.000217244,0.000217244,0.000217244
661,4182.14,0.71899,0.42818,0.81638,0.8141,0.63818,0.7011,0.50943,0.75578,0.42942,0.81448,0.000216625,0.000216625,0.000216625
662,4188.5,0.71422,0.42704,0.81456,0.80186,0.65408,0.70985,0.51173,0.75662,0.42847,0.81461,0.000216006,0.000216006,0.000216006
663,4194.77,0.71738,0.42859,0.81658,0.7867,0.6576,0.70636,0.51687,0.7544,0.42811,0.81423,0.000215387,0.000215387,0.000215387
664,4200.97,0.7029,0.42235,0.81368,0.79596,0.64827,0.70711,0.51978,0.74976,0.42914,0.81341,0.000214769,0.000214769,0.000214769
665,4207.37,0.72431,0.4286,0.81504,0.81965,0.64424,0.71175,0.51808,0.74639,0.42538,0.81218,0.00021415,0.00021415,0.00021415
666,4213.63,0.7106,0.42423,0.81499,0.7972,0.66814,0.71369,0.51908,0.74603,0.42509,0.81165,0.000213531,0.000213531,0.000213531
667,4219.85,0.71732,0.42784,0.81631,0.81658,0.66027,0.71386,0.52012,0.75272,0.42614,0.81248,0.000212912,0.000212912,0.000212912
668,4226.19,0.71588,0.42726,0.81595,0.81742,0.63362,0.71186,0.51983,0.75057,0.42605,0.81257,0.000212294,0.000212294,0.000212294
669,4232.47,0.70437,0.42072,0.81432,0.78614,0.64811,0.7109,0.51832,0.75068,0.42364,0.81328,0.000211675,0.000211675,0.000211675
670,4238.88,0.7084,0.42487,0.81593,0.80763,0.64781,0.71227,0.51895,0.75289,0.42563,0.81379,0.000211056,0.000211056,0.000211056
671,4245.22,0.69939,0.42014,0.81476,0.76804,0.66475,0.70953,0.51736,0.75358,0.42924,0.81374,0.000210437,0.000210437,0.000210437
672,4251.5,0.70822,0.4238,0.81581,0.7952,0.64983,0.70807,0.51591,0.75523,0.43023,0.81353,0.000209819,0.000209819,0.000209819
673,4257.86,0.71728,0.42753,0.81723,0.79395,0.64468,0.70562,0.51758,0.7546,0.42978,0.81322,0.0002092,0.0002092,0.0002092
674,4264.2,0.71042,0.42265,0.8147,0.78646,0.65785,0.70331,0.51366,0.755,0.43015,0.81361,0.000208581,0.000208581,0.000208581
675,4270.54,0.70888,0.42568,0.81612,0.82737,0.62627,0.7032,0.5147,0.75427,0.42904,0.8142,0.000207962,0.000207962,0.000207962
676,4276.83,0.70644,0.42144,0.81394,0.78263,0.65314,0.70443,0.51576,0.75406,0.42757,0.81421,0.000207344,0.000207344,0.000207344
677,4283.08,0.72472,0.42943,0.81725,0.78973,0.65143,0.70401,0.51696,0.75298,0.42871,0.81372,0.000206725,0.000206725,0.000206725
678,4289.55,0.70277,0.41934,0.81467,0.77885,0.65335,0.70472,0.51256,0.75123,0.42859,0.81391,0.000206106,0.000206106,0.000206106
679,4295.87,0.71303,0.42657,0.81309,0.82536,0.62909,0.70887,0.51403,0.75209,0.42629,0.81453,0.000205487,0.000205487,0.000205487
680,4302.13,0.70582,0.42243,0.8145,0.80274,0.65204,0.70949,0.50992,0.7481,0.42523,0.81437,0.000204869,0.000204869,0.000204869
681,4308.5,0.72026,0.4284,0.81491,0.81444,0.63993,0.70456,0.50947,0.74804,0.4255,0.81439,0.00020425,0.00020425,0.00020425
682,4314.65,0.71232,0.42564,0.81422,0.80978,0.63946,0.70862,0.51783,0.74798,0.42491,0.81396,0.000203631,0.000203631,0.000203631
683,4320.87,0.68893,0.4142,0.81367,0.79242,0.65165,0.7084,0.51734,0.74822,0.42515,0.81317,0.000203012,0.000203012,0.000203012
684,4327.22,0.71267,0.42434,0.8162,0.83652,0.63271,0.7086,0.51859,0.74683,0.42326,0.81234,0.000202394,0.000202394,0.000202394
685,4333.55,0.71945,0.42485,0.81594,0.80258,0.65076,0.7026,0.51673,0.74787,0.42512,0.81249,0.000201775,0.000201775,0.000201775
686,4339.82,0.69706,0.41876,0.81352,0.81076,0.63094,0.70383,0.51718,0.74824,0.42594,0.81327,0.000201156,0.000201156,0.000201156
687,4346.04,0.71157,0.42183,0.81401,0.79053,0.64073,0.70623,0.51754,0.74758,0.42466,0.8134,0.000200537,0.000200537,0.000200537
688,4352.32,0.69396,0.41705,0.81411,0.80987,0.65022,0.7081,0.519,0.74961,0.42529,0.81357,0.000199919,0.000199919,0.000199919
689,4358.69,0.72215,0.42305,0.81488,0.8088,0.65516,0.70991,0.5164,0.7473,0.42815,0.81352,0.0001993,0.0001993,0.0001993
690,4364.97,0.70603,0.42105,0.8138,0.79108,0.66046,0.70869,0.51356,0.75224,0.43127,0.81431,0.000198681,0.000198681,0.000198681
691,4371.35,0.71519,0.42574,0.81332,0.80594,0.63836,0.70734,0.51295,0.75983,0.43201,0.81547,0.000198063,0.000198063,0.000198063
692,4377.63,0.70069,0.41963,0.81439,0.8181,0.644,0.70603,0.51534,0.76044,0.43122,0.81613,0.000197444,0.000197444,0.000197444
693,4384.05,0.70118,0.41861,0.81246,0.852,0.63253,0.71252,0.5167,0.75967,0.43009,0.81546,0.000196825,0.000196825,0.000196825
694,4390.53,0.70043,0.41856,0.81317,0.85227,0.63656,0.71194,0.51577,0.75867,0.42836,0.81467,0.000196206,0.000196206,0.000196206
695,4396.86,0.70426,0.42139,0.8142,0.7995,0.65614,0.71007,0.5168,0.75492,0.42805,0.81443,0.000195588,0.000195588,0.000195588
696,4403.24,0.71143,0.42351,0.81734,0.7826,0.66377,0.71087,0.51837,0.75351,0.42793,0.81449,0.000194969,0.000194969,0.000194969
697,4409.67,0.70165,0.41727,0.81318,0.77416,0.67019,0.71099,0.51939,0.7513,0.42678,0.81431,0.00019435,0.00019435,0.00019435
698,4415.99,0.72208,0.42698,0.81344,0.83305,0.64187,0.70989,0.5189,0.75225,0.42614,0.81458,0.000193731,0.000193731,0.000193731
699,4422.3,0.70904,0.42287,0.81503,0.76769,0.65754,0.70836,0.51586,0.75407,0.42607,0.8151,0.000193113,0.000193113,0.000193113
700,4428.59,0.70103,0.41694,0.81391,0.76489,0.67341,0.71057,0.51846,0.75212,0.42573,0.81473,0.000192494,0.000192494,0.000192494
701,4434.86,0.70278,0.41973,0.81599,0.75402,0.68222,0.7095,0.51848,0.74924,0.42485,0.814,0.000191875,0.000191875,0.000191875
702,4441.18,0.70222,0.41693,0.8132,0.80005,0.63967,0.71174,0.51869,0.74666,0.42491,0.81335,0.000191256,0.000191256,0.000191256
703,4447.5,0.70877,0.42166,0.81386,0.80261,0.6481,0.71328,0.51907,0.74996,0.4281,0.81324,0.000190638,0.000190638,0.000190638
704,4453.98,0.70171,0.41859,0.8133,0.78063,0.6612,0.71114,0.51737,0.75448,0.4277,0.81343,0.000190019,0.000190019,0.000190019
705,4460.27,0.69715,0.41694,0.81392,0.82642,0.63712,0.70928,0.5165,0.7552,0.42604,0.81366,0.0001894,0.0001894,0.0001894
706,4466.51,0.7098,0.42081,0.81456,0.80301,0.64457,0.71479,0.51823,0.75367,0.42546,0.81359,0.000188781,0.000188781,0.000188781
707,4472.81,0.70331,0.41929,0.81288,0.78333,0.66165,0.71064,0.51868,0.74849,0.42471,0.81334,0.000188163,0.000188163,0.000188163
708,4479.05,0.70262,0.41629,0.81368,0.80487,0.65194,0.71212,0.51777,0.74949,0.4243,0.81391,0.000187544,0.000187544,0.000187544
709,4485.35,0.71352,0.42391,0.81692,0.79291,0.6602,0.71295,0.51947,0.74808,0.42526,0.81398,0.000186925,0.000186925,0.000186925
710,4491.69,0.68906,0.41387,0.81426,0.7882,0.65805,0.71145,0.52,0.74896,0.42424,0.81425,0.000186306,0.000186306,0.000186306
711,4497.92,0.69894,0.41508,0.81185,0.79797,0.65485,0.70873,0.52011,0.74869,0.42468,0.81443,0.000185688,0.000185688,0.000185688
712,4504.22,0.69629,0.41576,0.81339,0.77746,0.66622,0.71096,0.52063,0.74594,0.42103,0.81433,0.000185069,0.000185069,0.000185069
713,4510.35,0.70055,0.42069,0.81157,0.78698,0.65956,0.7151,0.52251,0.74345,0.41981,0.8142,0.00018445,0.00018445,0.00018445
714,4516.62,0.69669,0.41615,0.81362,0.78676,0.66183,0.71746,0.523,0.74464,0.42094,0.81426,0.000183831,0.000183831,0.000183831
715,4522.97,0.69453,0.4161,0.81271,0.78179,0.66447,0.71153,0.52251,0.74316,0.42033,0.81365,0.000183213,0.000183213,0.000183213
716,4529.32,0.71549,0.42392,0.8158,0.80851,0.65829,0.71406,0.52268,0.74298,0.42052,0.81299,0.000182594,0.000182594,0.000182594
717,4535.66,0.7104,0.42358,0.81709,0.8036,0.65475,0.71251,0.52124,0.74361,0.41972,0.81262,0.000181975,0.000181975,0.000181975
718,4541.99,0.70398,0.41791,0.81443,0.81686,0.65353,0.71554,0.52288,0.745,0.42054,0.81281,0.000181356,0.000181356,0.000181356
719,4548.34,0.69409,0.41597,0.81215,0.80791,0.6558,0.71449,0.51881,0.74878,0.42191,0.81287,0.000180738,0.000180738,0.000180738
720,4554.66,0.69802,0.41895,0.81371,0.78906,0.66588,0.71092,0.51891,0.7514,0.42257,0.81349,0.000180119,0.000180119,0.000180119
721,4561.01,0.69366,0.41462,0.81107,0.78996,0.66604,0.71237,0.51932,0.74707,0.42267,0.81296,0.0001795,0.0001795,0.0001795
722,4567.32,0.68527,0.4131,0.81303,0.77588,0.67232,0.71428,0.52338,0.74246,0.42132,0.81262,0.000178881,0.000178881,0.000178881
723,4573.71,0.69209,0.41325,0.8141,0.77111,0.67913,0.71515,0.52021,0.74495,0.42153,0.81308,0.000178263,0.000178263,0.000178263
724,4580.12,0.69954,0.41737,0.81372,0.84098,0.62409,0.71429,0.51956,0.74724,0.4237,0.81393,0.000177644,0.000177644,0.000177644
725,4586.51,0.69205,0.41648,0.81372,0.79038,0.66923,0.71559,0.51815,0.74761,0.42376,0.81412,0.000177025,0.000177025,0.000177025
726,4592.83,0.71199,0.42217,0.81139,0.7925,0.66655,0.71574,0.51886,0.74818,0.42358,0.81355,0.000176406,0.000176406,0.000176406
727,4599.05,0.69878,0.41845,0.81291,0.81051,0.64111,0.7121,0.51864,0.74634,0.42278,0.81348,0.000175788,0.000175788,0.000175788
728,4605.46,0.69279,0.4156,0.81123,0.81325,0.64092,0.71123,0.51935,0.74683,0.42092,0.81329,0.000175169,0.000175169,0.000175169
729,4611.84,0.69163,0.41344,0.81315,0.84034,0.63795,0.71329,0.51656,0.74625,0.42203,0.8129,0.00017455,0.00017455,0.00017455
730,4618.11,0.69649,0.41531,0.81232,0.82981,0.64061,0.71307,0.51818,0.7448,0.42201,0.81266,0.000173931,0.000173931,0.000173931
731,4624.34,0.69395,0.41468,0.81153,0.81344,0.66361,0.71686,0.51752,0.74793,0.42341,0.81296,0.000173313,0.000173313,0.000173313
732,4630.69,0.70714,0.41921,0.8116,0.81485,0.66258,0.71683,0.51493,0.75099,0.42569,0.81313,0.000172694,0.000172694,0.000172694
733,4636.86,0.69289,0.41694,0.81286,0.80957,0.65578,0.71212,0.51545,0.75261,0.42622,0.8129,0.000172075,0.000172075,0.000172075
734,4643.09,0.69208,0.4155,0.8132,0.82214,0.64289,0.71264,0.51528,0.74935,0.42446,0.8123,0.000171456,0.000171456,0.000171456
735,4649.28,0.69736,0.41678,0.8158,0.81596,0.64727,0.71248,0.51371,0.74582,0.42323,0.81189,0.000170838,0.000170838,0.000170838
736,4655.71,0.7043,0.41688,0.81481,0.8005,0.6464,0.7119,0.51299,0.74455,0.42297,0.81173,0.000170219,0.000170219,0.000170219
737,4661.99,0.70129,0.41888,0.81462,0.81782,0.65618,0.71431,0.51112,0.74554,0.42422,0.81223,0.0001696,0.0001696,0.0001696
